query_en,query_zh,has_ai_overview,all_items,cited_sources,all_references,related_searches
hiv test,艾滋病检测,False,,,,"['梅毒初期小红点图片', '男性怎么判断自己得性疾病了', '梅毒刚开始图片', '一次高危不必过于担心感染', '男性hlv感染有什么表现', '消除恐艾心理100问', '几种行为没必要恐艾', '恐艾专家告诉你什么才算是高危', '男性早期梅毒图片', '梅毒是不爱干净引起的吗']"
hiv positive,艾滋病阳性,True,"['\u200c初筛阳性\u200c：通过快速检测、酶联免疫法（ELISA）等方法发现HIV抗体阳性时，需进行\u200c补充实验（如免疫印迹法或核酸检测）\u200c确认。', '\u200c确诊感染\u200c：若补充实验仍为阳性，可诊断为\u200cHIV感染\u200c。需注意，HIV感染不等同于艾滋病（AIDS），艾滋病是HIV感染的晚期阶段。', '\u200c启动抗病毒治疗（ART）\u200c', '\u200c定期监测与随访\u200c', '\u200c预防传播\u200c', '\u200c保持健康习惯\u200c：均衡饮食、规律作息、适度运动，增强免疫力。', '\u200c心理支持\u200c：感染可能引发焦虑或抑郁，可通过专业心理咨询或加入感染者互助组织获得支持。', '\u200c法律与隐私保护\u200c：感染者享有就医、就业等合法权利，医疗机构需对检测结果保密。', '\u200c“阳性=绝症”\u200c：HIV感染已成为可管理的慢性病，规范治疗者预期寿命接近常人。', '\u200c“治疗副作用大”\u200c：新一代抗病毒药物副作用较小，多数人可耐受。', '\u200c“感染后不能生育”\u200c：通过母婴阻断技术，感染者可生育健康后代。']",[],[],"['男性怎么判断自己得性疾病了', '体检阳性结果是什么意思', 'hpv68是男方传染的吗', '阳性是什么病', 'hpv是怎么感染上的', '男性hlv感染有什么表现', '口会传染hpv病毒吗', '梅毒过了45岁就不会转阴吗', 'HIV阳性是艾滋病吗', '男性早期梅毒图片']"
hiv treatment,艾滋病治疗,True,"['\u200c核心方案是三种药联合吃\u200c：高效抗逆转录病毒治疗（ART）是标准方案，常用组合包括拉米夫定片、富马酸替诺福韦二吡呋酯片和多替拉韦钠片 。', '\u200c定期复查两项关键指标\u200c：治疗期间需监测病毒载量和 CD4+T 淋巴细胞计数，评估治疗效果 。', '\u200c辅助用药看具体情况\u200c：根据免疫功能状态，医生可能配合使用胸腺肽肠溶胶囊、重组人干扰素等免疫调节剂 。\u200c\u200c\u200c', '\u200c预防机会性感染\u200c：艾滋病患者免疫功能低下，容易发生肺孢子菌肺炎、结核病、隐球菌脑膜炎等感染 。', '\u200c营养和运动支持\u200c：保持高蛋白、高热量饮食，适量补充维生素 。', '\u200c心理支持很重要\u200c：确诊后容易出现焦虑、抑郁情绪，建议寻求专业心理咨询或加入病友互助小组 。', '\u200c治疗现状\u200c：抗病毒治疗能抑制病毒复制，使艾滋病从""绝症""变为可控制的慢性病，患者可获得接近正常人的寿命 。', '\u200c最新研究进展\u200c：2026 年 5 月有研究显示，免疫细胞疗法在早期感染者中实现最长近两年的病毒持续抑制，被视为迈向""功能性治愈""的重要进展 。', '\u200c其他研究方向\u200c：广谱中和抗体疗法、基因编辑技术等也在探索中，但距离临床应用还有较长路程 。\u200c\u200c\u200c']","[{'title': '中国艾滋病诊疗指南(2024版)', 'link': 'http://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E8%89%BE%E6%BB%8B%E7%97%85%E8%AF%8A%E7%96%97%E6%8C%87%E5%8D%97%282024%E7%89%88%29/67694030', 'source': '百度百科'}]","[{'title': '中国艾滋病诊疗指南(2024版)', 'link': 'http://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E8%89%BE%E6%BB%8B%E7%97%85%E8%AF%8A%E7%96%97%E6%8C%87%E5%8D%97%282024%E7%89%88%29/67694030', 'source': '百度百科'}, {'title': '艾滋病能治愈吗当前治疗现状与挑战', 'link': 'https://www.bohe.cn/article/view/8ubxilmhlk4uhxk.html', 'source': '博禾医生'}, {'title': '艾滋病怎么治疗', 'link': 'https://www.bohe.cn/article/view/209897.html', 'source': '石军'}, {'title': '艾滋病需要怎么治疗', 'link': 'https://m.bohe.cn/article/mip/otrhsw75zk0pfsm.html', 'source': '博禾医生'}, {'title': '艾滋病治疗方法', 'link': 'https://www.bohe.cn/article/view/209660.html', 'source': '石军'}, {'title': '艾滋病能够治愈吗', 'link': 'https://www.mfk.com/ask/18125216.shtml', 'source': '民福康'}, {'title': 'HIV进化出超100种突变策略,来对抗新型抗体疗法', 'link': 'https://baijiahao.baidu.com/s?id=1865752493844519412&wfr=spider&for=pc', 'source': '有一点进展'}]","['梅毒免费24小时咨询', '男性怎么判断自己得性疾病了', '男性hlv感染有什么表现', '消除恐艾心理100问', '高危24小时阻断药在哪买', '艾滋病寿命一般多久', '一招识破艾滋病女', '艾滋病是必死的吗', '艾滋病能治愈吗', '为什么小姐很少有艾滋']"
hiv testing,HIV检测,False,,,,"['男性hlv感染有什么表现', '男性怎么判断自己得性疾病了', '一次高危不必过于担心感染', '消除恐艾心理100问', '性疾病八项检查多少钱', '几种行为没必要恐艾', '高危24小时阻断药在哪买', '男性查hpv是抽血吗', '恐艾专家告诉你什么才算是高危', 'hpv检测费用多少钱']"
gender affirming care,性别肯定医疗,False,,,,"['验男女', '查男女性别鉴定', '生孩子能选择性别吗', '中国跨性别的医院', '公立医院有熟人可以性别', '人为干预胎儿性别', '什么叫医学需要的胎儿性别鉴定', '医生分男女吗', '生孩子的医生是男的还是女的', '泌尿性别整形是啥']"
gender affirming surgery,变性手术,True,"['\u200c男变女手术\u200c：', '\u200c女变男手术\u200c：', '\u200c术前评估很严\u200c：', '\u200c术后得长期吃药\u200c：', '\u200c并发症和就医难\u200c：', '\u200c医院有门槛\u200c：', '\u200c能改身份证\u200c：']","[{'title': '性别重置手术', 'link': 'https://baike.baidu.com/item/性别重置手术/1301503', 'source': '百度百科'}]","[{'title': '性别重置手术', 'link': 'https://baike.baidu.com/item/性别重置手术/1301503', 'source': '百度百科'}, {'title': '什么是变性手术', 'link': 'https://www.youlai.cn/ask/686306.html', 'source': '杨喆'}, {'title': '变性手术全过程是什么?', 'link': 'https://www.mfk.com/ask/10580577.shtml', 'source': '徐逸'}, {'title': '变性手术的过程是什么', 'link': 'https://www.mfk.com/article/10957946.shtml', 'source': '民福康'}, {'title': '女的可以变性手术吗', 'link': 'https://health.baidu.com/m/detail/ar_18247589367033417834', 'source': '丁健科'}, {'title': '变性手术怎么做?', 'link': 'https://www.youlai.cn/yyk/article/796227.html', 'source': '彭维海'}, {'title': '变性手术怎么做过程是怎样的', 'link': 'https://www.mfk.com/article/10955045.shtml', 'source': '民福康'}, {'title': '什么是变性手术', 'link': 'https://m.dayi.org.cn/qa/339027', 'source': '中国医药信息查询平台'}, {'title': '女生变性手术怎么做', 'link': 'https://health.baidu.com/m/detail/ar_18255556099255953572', 'source': 'ţ��'}, {'title': '“我们不被法律看见,需靠布帘保护”|跨性别人群急诊室自述', 'link': 'https://baijiahao.baidu.com/s?id=1865034893599904419&wfr=spider&for=pc', 'source': '价值投资马后炮'}]","['割小兄弟图片大全', '女性外阴切除手术实拍', '男科手术视频(真人)', '最残忍的绝育手术', '变性一年后外阴效果图', '变性后尿道口用手摸有一个小肉粒', '丁丁硬时割掉的时候会软吗', '女孩光溜溜在手术台', '全阉变性手术', '变性后小妹妹永远只能蹲着尿了吗?']"
what is gender affirming care,什么是性别肯定医疗,False,,,,"['公立医院有熟人可以性别', '医学需要的胎儿性别鉴定有哪些', '生孩子的医生是男的还是女的', '医生说孩子性别犯法吗', '医生分男女吗', '医学需要的性别选择', '医学上性别有几种', '医生说男孩女孩都一样是什么', '医学性别', '医学上男孩女孩用什么表示']"
gender affirming care definition,性别肯定治疗定义,False,,,,"['性别认知障碍是什么意思', '性别关系', '男性跨性别疗法', '去性别化名词解释', '生理上无性别', '跨性别ftm治疗', '性别焦虑治疗', '男女性别差异主要体现', '性别模糊的定义', '去性别化']"
gender affirming care near me,附近跨性别医疗,False,,,,"['哪些医院有跨性别门诊', '中国跨性别的医院', '跨性别去哪诊断', '跨性别交友', '上海跨性别门诊', '私人诊所查性别', '跨性别手术', '跨性别者男', '中国跨性别热线电话', '跨性别治疗']"
gender affirming surgery,性别重置手术,True,"['\u200c术前评估\u200c', '\u200c手术类型\u200c', '\u200c身体风险\u200c', '\u200c心理与社会适应\u200c', '\u200c身体恢复\u200c', '\u200c功能训练\u200c', '\u200c法律认可\u200c', '\u200c伦理争议\u200c', '\u200c专业机构\u200c：选择具备跨性别医疗资质的医院，如世界变性健康专业协会（WPATH）认证机构。', '\u200c社群支持\u200c：加入跨性别者互助组织，获取经验分享与情感支持。', '\u200c经济规划\u200c：部分国家医保覆盖手术费用，需提前咨询政策。']",[],[],"['变性一年后外阴效果图', '去势手术', '男生被绑在手术台上做变性手术二次', '40多可以做变性手术吗', '药娘丁丁缩成1cm的手术流程详解', '男生被改造成女孩子做变性手术', '女孩光溜溜在手术台', '男孩被痛苦改造成女孩', '变性后第1次入女洗澡间会尴尬吗', '男人变成女的(真人)手术图片']"
gender reassignment surgery,性别转换手术,False,,,,"['性别转换生成器', '一觉醒来我就变成了女孩子', '男变女手术', '变性一年后外阴效果图', '系统将我变成了女孩子', '男孩割蛋蛋变成小女孩', '《一觉醒来变成女生》动漫', '《一觉醒来被迫做了变性手术》的小', '转性成为美女', '性转TG男变美女']"
gender reassignment surgery male to female,男变女手术,True,"['\u200c心理评估与法律程序\u200c 需接受至少12个月的心理评估，由精神科医生确认性别焦虑症诊断，并开具手术推荐证明。部分国家或地区需通过司法程序变更性别身份后才能手术。', '\u200c激素替代治疗（HRT）\u200c 通常需提前1-2年进行雌激素和抗雄激素治疗，促进乳房发育、脂肪分布女性化，同时抑制雄性特征（如体毛、肌肉量）。治疗期间需定期监测激素水平及肝肾功能。', '\u200c生殖器重建术（核心手术）\u200c', '\u200c胸部整形（隆胸术）\u200c 若激素治疗未能达到理想乳房发育效果，可通过假体植入或自体脂肪填充增强胸部轮廓。', '\u200c面部与喉部女性化手术\u200c', '\u200c其他可选项目\u200c 如声带调整（嗓音女性化）、毛发移植（修饰发际线）或臀部填充等，根据个体需求选择。', '\u200c短期护理（术后3个月内）\u200c', '\u200c长期注意事项\u200c', '\u200c心理与社会适应\u200c 术后需持续接受心理咨询，帮助适应新性别角色，部分患者需应对社会歧视或家庭关系变化。', '\u200c资质核查\u200c：确认医院具备性别重置手术资质，主刀医生需有整形外科及泌尿外科复合背景。', '\u200c团队协作\u200c：麻醉科、内分泌科、心理科等多学科协作可降低手术风险。', '\u200c案例经验\u200c：优先选择年均完成10例以上同类手术的机构，要求查看术前术后对比案例。']",[],[],"['男性割掉下体手术', '男科手术视频(真人)', '女性外阴切除手术实拍', '变性一年后外阴效果图', '变性后小妹妹永远只能蹲着尿了吗?', '女孩光溜溜在手术台', '被紧身衣变成了女孩', '男孩想割掉小鸡变成女孩', '男孩子被改造成了女孩子', '男士脱裤子趴下做绝育手术视频大全']"
how does gender reassignment surgery work,变性手术如何进行,False,,,,"['男变性手术', '做变性手术需要多少钱', '女的变男的变性手术是怎么变', '怎样变性(不用手术)', '变性手术怎么做', '如何无痛把小兄弟变成女生', '男士乳房怎样变女性化', '男生变性要割丁丁吗', '人妖手术下身是割掉的吗', '男性尿道改成女性尿道手术图']"
gender affirming hormone therapy,跨性别激素治疗,True,"['\u200c年龄和诊断要求\u200c：国内政策规定激素治疗需年满 16 岁，16 岁以下青少年可考虑青春期阻断治疗 。治疗前需到精神科或心理咨询科就诊，获得""易性症""、""性别不一致""或""性别焦虑""等相关诊断证明 。', '\u200c知情同意和家庭支持\u200c：本人及家属需充分了解激素治疗的过程、身体变化和副作用，并签署同意书 。家庭成员需知晓情况且不反对治疗 。', '\u200c基础健康评估\u200c：治疗前需完成全面体检，包括血常规、肝肾功能、血糖血脂、凝血功能、甲状腺功能、心电图等检查，跨性别女性还需检查乳腺超声和血清睾酮水平 。\u200c\u200c\u200c2官网\u200c', '\u200c跨性别女性（男→女）方案\u200c：主要使用雌激素类药物（如口服戊酸雌二醇、雌二醇凝胶）配合抗雄激素药物（如螺内酯、醋酸环丙孕酮）。40 岁以上人群优先推荐透皮制剂，代谢风险更低 。\u200c避免使用炔雌醇\u200c，因其与静脉血栓风险显著相关 。', '\u200c跨性别男性（女→男）方案\u200c：主要使用雄激素类药物，如十一酸睾酮，常见方案为每 12 周肌内注射 1000mg。', '\u200c用药原则\u200c：激素应从小剂量开始，逐渐增量至相反性征表达完全，必须在医生指导下使用，不可自行增减剂量 。性别改换手术后可减量或停用部分药物 。\u200c\u200c\u200c2官网\u200c', '\u200c定期复查频率\u200c：治疗期间建议每 3 个月复查一次血常规、肝肾功能、血糖血脂、催乳素及性激素水平，跨性别女性需定期检查乳房 。稳定后可延长至每 3-6 个月复查一次 。', '\u200c常见副作用\u200c：跨性别女性可能出现乳房胀痛、水肿、情绪波动、血栓风险增加等 。跨性别男性可能出现红血球增多、体重增加、痤疮、雄激素性秃发、睡眠呼吸暂停等 。', '\u200c心血管风险\u200c：长期使用雌激素和抗雄激素药物可能增加血栓栓塞风险，跨性别女性心血管疾病死亡风险约为顺性别者的 3 倍，与炔雌醇使用相关 。有心肌梗死、脑血管病变、血栓病史、高血压、糖尿病、肝肾功能不全者需慎用或严密监测 。', '\u200c生育能力影响\u200c：激素治疗可能降低生育能力，如有生育需求应在治疗前完成生殖细胞冻存 。\u200c\u200c2官网\u200c']","[{'title': '易性症临床诊疗与基础护理指南(2023年版)', 'link': 'https://www.sar.com.cn/huiyin/yxp/13027.html', 'source': '北京北医三院整形外科'}]","[{'title': '易性症与跨性别治疗 ', 'link': 'https://www.haodf.com/neirong/wenzhang/9392010944.html', 'source': '好大夫在线'}, {'title': '易性症临床诊疗与基础护理指南(2023年版)', 'link': 'https://www.sar.com.cn/huiyin/yxp/13027.html', 'source': '北京北医三院整形外科'}, {'title': '易性症激素治疗 男→女(MTF)-北京整形美容医院-北京北医三院整形外科', 'link': 'https://www.sar.com.cn/huiyin/yxp/13030.html', 'source': '北京北医三院整形外科'}, {'title': '性别认同障碍怎么矫正', 'link': 'https://www.bohe.cn/iask/view/tpf567wnkn94ktq.html', 'source': '张萌萌'}, {'title': '跨性别女性健康指南:全方位呵护', 'link': 'https://m.familydoctor.com.cn/202404/3056627.html', 'source': '家庭医生在线'}, {'title': '跨性别患者的激素治疗 - PMC', 'link': 'https://pmc.ncbi.nlm.nih.gov/articles/PMC5182227/', 'source': 'nih.gov'}, {'title': '跨性别男性的性别确认激素治疗及其安全监测 ', 'link': 'https://www.gjszjk.ac.cn/CN/Y2023/V42/I6/476', 'source': '国际生殖健康'}, {'title': '诺丁汉郡地区处方委员会协作护理协议', 'link': 'https://www.nottsapc.nhs.uk/media/ocedjtab/transgender-collaborative-care-protocol.pdf', 'source': 'nottsapc.nhs.uk'}, {'title': '跨性别激素治疗', 'link': 'https://baike.baidu.com/item/跨性别激素治疗/54212022', 'source': '百度百科'}, {'title': '转变或替代 - 激素治疗对心血管风险的影响 - ScienceDirect', 'link': 'https://www.sciencedirect.com/science/article/pii/S0163725824000123', 'source': 'ScienceDirect官网'}]","['跨性别障碍后来正常了', '男性永久女性化丰胸药', '变性专用强效雌激素针剂', '女性雌激素低 6个症状', '性别认同障碍', '跨性别心理咨询', '男性快速女性化的雌激素配方', '男变女用什么药', '跨性别会持续终生吗', '禁欲能降低雄激素吗']"
